,Valid_LIB.C.150,pezalps.TNRS.phy.tip.label,Alien_origin,rep.1..length.pezalps.TNRS.phy.tip.label..,endemic.TNRS,Ecrins.NP,Summits,Persistent,Under.Ice,Plat.de.la.Selle,Barre.des.Ecrins,La.Meije,Sirac,Rouies,Olan,Pelvoux,Occidentale.Ailefroide,Brevoort,Burlan,Rocher.de.la.Selle,Choisy,Muraillette,Rateau,Lauvitel
407,Dianthus_deltoides,Dianthus_deltoides,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Dianthus_hyssopifolius,Dianthus_hyssopifolius,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Dianthus_pavonius,Dianthus_pavonius,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Digitalis_grandiflora,Digitalis_grandiflora,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Digitalis_lutea,Digitalis_lutea,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Dioscorea_communis,Dioscorea_communis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Dittrichia_graveolens,Dittrichia_graveolens,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Doronicum_grandiflorum,Doronicum_grandiflorum,,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
415,Doronicum_pardalianches,Doronicum_pardalianches,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Dorycnium_pentaphyllum,Dorycnium_pentaphyllum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Draba_aizoides,Draba_aizoides,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
418,Draba_dubia,Draba_dubia,,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
419,Draba_fladnizensis,Draba_fladnizensis,,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
420,Draba_siliquosa,Draba_siliquosa,,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
421,Draba_verna,Draba_verna,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Dracocephalum_austriacum,Ruyschiana_austriaca,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Dracocephalum_ruyschiana,Dracocephalum_ruyschiana,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Drosera_rotundifolia,Drosera_rotundifolia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Dryas_octopetala,Dryas_octopetala,,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
426,Drymocallis_rupestris,Potentilla_rupestris,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Drymochloa_sylvatica,Festuca_altissima,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Dryopteris_dilatata,Dryopteris_dilatata,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Dryopteris_expansa,Dryopteris_expansa,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Dryopteris_filix-mas,Dryopteris_filix_mas,,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
431,Dryopteris_mindshelkensis,Dryopteris_mindshelkensis,"Caucasus, Russia",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Echinops_ritro,Echinops_ritro,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Echinops_sphaerocephalus,Echinops_sphaerocephalus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Echium_vulgare,Echium_vulgare,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Eleocharis_mamillata,Eleocharis_mamillata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Eleocharis_palustris_subsp._palustris,Eleocharis_macrostachya,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Eleocharis_quinqueflora,Eleocharis_quinqueflora,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,Eleocharis_uniglumis,Eleocharis_uniglumis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Elymus_caninus,Elymus_caninus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Elytrigia_intermedia,Elytrigia_intermedia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Elytrigia_repens,Elymus_repens,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Empetrum_nigrum,Empetrum_nigrum,,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
443,Epilobium_alpestre,Epilobium_alpestre,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Epilobium_alsinifolium,Epilobium_alsinifolium,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
445,Epilobium_anagallidifolium,Epilobium_anagallidifolium,,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1
446,Epilobium_angustifolium,Epilobium_angustifolium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Epilobium_collinum,Epilobium_collinum,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Epilobium_dodonaei,Chamerion_dodonaei,,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
449,Epilobium_hirsutum,Epilobium_hirsutum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Epilobium_montanum,Chamaenerion_montanum,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Epilobium_palustre,Epilobium_palustre,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Epilobium_parviflorum,Epilobium_parviflorum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Epipactis_atrorubens,Epipactis_atrorubens,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Epipactis_helleborine,Epipactis_helleborine,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Epipactis_palustris,Epipactis_palustris,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Epipogium_aphyllum,Epipogium_aphyllum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Equisetum_arvense,Equisetum_arvense,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Equisetum_hyemale,Equisetum_hyemale,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Equisetum_palustre,Equisetum_palustre,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Equisetum_telmateia,Equisetum_fluviatile,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Equisetum_variegatum,Equisetum_variegatum,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Erigeron_acris,Erigeron_acer,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463,Erigeron_alpinus,Trimorpha_alpina,,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
464,Erigeron_annuus,Erigeron_annuus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Erigeron_atticus,Trimorpha_attica,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Erigeron_canadensis,Conyza_canadensis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Erigeron_glabratus,Erigeron_glabratus,,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
468,Erigeron_neglectus,Erigeron_neglectus,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Erigeron_schleicheri,Erigeron_gaudinii,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
470,Erigeron_uniflorus,Erigeron_uniflorus,,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
471,Erinus_alpinus,Erinus_alpinus,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
472,Eriophorum_angustifolium,Eriophorum_angustifolium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Eriophorum_latifolium,Eriophorum_latifolium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Eriophorum_scheuchzeri,Eriophorum_scheuchzeri,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
475,Eritrichium_nanum,Eritrichium_nanum,,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
476,Erodium_cicutarium,Erodium_cicutarium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Erucastrum_nasturtiifolium,Erucastrum_nasturtiifolium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Ervilia_sylvatica,Vicia_sylvatica,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Ervum_tetraspermum,Vicia_tetrasperma,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Eryngium_alpinum,Eryngium_alpinum,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
481,Eryngium_campestre,Eryngium_campestre,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Erysimum_duriaei_subsp._pyrenaicum,Erysimum_ochroleucum,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Erysimum_jugicola,Erysimum_jugicola,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Erysimum_nevadense,Erysimum_nevadense,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Erysimum_rhaeticum,Erysimum_rhaeticum,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Erysimum_virgatum,Erysimum_virgatum,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Euonymus_europaeus,Euonymus_europaeus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,Euonymus_latifolius,Euonymus_latifolius,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Eupatorium_cannabinum,Eupatorium_cannabinum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Euphorbia_cyparissias,Euphorbia_cyparissias,,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
491,Euphorbia_dulcis,Pythius_dulcis,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Euphorbia_exigua,Euphorbia_exigua,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Euphorbia_flavicoma_subsp._verrucosa,Euphorbia_brittingeri,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Euphorbia_helioscopia,Euphorbia_helioscopia,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Euphrasia_alpina,Euphrasia_alpina,,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
496,Euphrasia_hirtella,Euphrasia_hirtella,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,Euphrasia_minima,Euphrasia_minima,,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1
498,Euphrasia_minima_f._drosocalyx,Euphrasia_drosocalyx,,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
499,Euphrasia_pectinata,Euphrasia_pectinata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Euphrasia_picta_subsp._kerneri,Euphrasia_kerneri,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Euphrasia_salisburgensis,Euphrasia_salisburgensis,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
502,Euphrasia_stricta,Euphrasia_stricta,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
503,Fagus_sylvatica,Fagus_sylvatica,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Fallopia_convolvulus,Fallopia_convolvulus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,Festuca_acuminata,Festuca_acuminata,,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
506,Festuca_chalcophaea,Festuca_chalcophaea,Caucasus,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
507,Festuca_flavescens,Festuca_flavescens,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Festuca_halleri,Festuca_halleri,,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1
509,Festuca_heterophylla,Festuca_heterophylla,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Festuca_laevigata_subsp._laevigata,Festuca_laevigata,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
511,Festuca_melanopsis,Festuca_melanopsis,,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
512,Festuca_ovina,Festuca_ovina,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
513,Festuca_pumila,Festuca_quadriflora,,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
514,Festuca_rubra,Festuca_rubra,,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
515,Festuca_valesiaca,Festuca_valesiaca,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Filago_arvensis,Filago_arvensis,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Filipendula_ulmaria,Filipendula_ulmaria,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Filipendula_vulgaris,Filipendula_vulgaris,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Fourraea_alpina,Fourraea_alpina,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Fragaria_vesca,Fragaria_vesca,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,Fraxinus_excelsior,Fraxinus_excelsior,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Fumana_procumbens,Fumana_procumbens,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Gagea_fragifera,Gagea_liotardii,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Gagea_nakaiana,Gagea_nakaiana,East asia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Gagea_serotina,Lloydia_serotina,,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
526,Galeopsis_ladanum,Galeopsis_ladanum,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Galeopsis_tetrahit,Galeopsis_tetrahit,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Galium_aparine,Galium_aparine,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Galium_boreale,Galium_boreale,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Galium_corrudifolium,Galium_corrudifolium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,Galium_glaucum,Galium_glaucum,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Galium_lucidum,Galium_lucidum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Galium_megalospermum,Galium_megalospermum,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Galium_mollugo,Galium_mollugo,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,Galium_odoratum,Galium_odoratum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Galium_palustre,Galium_palustre,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Galium_pseudohelveticum,Galium_pseudohelveticum,,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
538,Galium_pumilum,Galium_commune,,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
539,Galium_rotundifolium,Galium_rotundifolium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Galium_sylvaticum,Galium_sylvaticum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Galium_verum,Galium_verum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Genista_cinerea,Genista_cinerea,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,Genista_pilosa,Genista_pilosa,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,Genista_sagittalis,Genistella_sagittalis,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Gentiana_acaulis,Gentiana_acaulis,,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
546,Gentiana_asclepiadea,Dasistepha_asclepiadea,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Gentiana_bavarica,Calathiana_bavarica,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Gentiana_brachyphylla,Calathiana_brachyphylla,,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
549,Gentiana_cruciata,Gentiana_cruciata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Gentiana_lutea,Gentianusa_lutea,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Gentiana_nivalis,Gentiana_nivalis,,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
552,Gentiana_orbicularis,Calathiana_orbicularis,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
553,Gentiana_pneumonanthe,Gentiana_pneumonanthe,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Gentiana_punctata,Gentianusa_punctata,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
555,Gentiana_verna,Calathiana_verna,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
556,Gentianella_campestris,Gentianella_campestris,,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
557,Gentianopsis_ciliata,Gentianopsis_ciliata,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,Geranium_argenteum,Geranium_argenteum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Geranium_columbinum,Geranium_columbinum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Geranium_lucidum,Geranium_lucidum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Geranium_nodosum,Geranium_nodosum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,Geranium_phaeum,Geranium_phaeum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Geranium_pusillum,Geranium_molle,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,Geranium_pyrenaicum,Geranium_pyrenaicum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,Geranium_rivulare,Geranium_rivulare,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
566,Geranium_robertianum,Geranium_robertianum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Geranium_rotundifolium,Geranium_rotundifolium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Geranium_sanguineum,Geranium_sanguineum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,Geranium_sylvaticum,Geranium_sylvaticum,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
570,Geum_montanum,Parageum_montanum,,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1
571,Geum_reptans,Geum_reptans,,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1
572,Geum_rivale,Geum_rivale,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Geum_urbanum,Geum_urbanum,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
574,Glechoma_hederacea,Glechoma_hederacea,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,Globularia_bisnagarica,Globularia_bisnagarica,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,Globularia_cordifolia,Globularia_cordifolia,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
577,Glyceria_fluitans,Glyceria_fluitans,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Glyceria_notata,Glyceria_notata,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Gnaphalium_hoppeanum,Gnaphalium_hoppeanum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Gnaphalium_norvegicum,Gamochaeta_norvegica,,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
581,Gnaphalium_supinum,Gnaphalium_supinum,,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1
582,Gnaphalium_sylvaticum,Gamochaeta_sylvatica,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Goodyera_repens,Goodyera_repens,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,Gymnadenia_conopsea,Gymnadenia_conopsea,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Gymnadenia_nigra,Gymnadenia_nigra,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Gymnocarpium_dryopteris,Gymnocarpium_dryopteris,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Gymnocarpium_robertianum,Gymnocarpium_robertianum,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
588,Gypsophila_repens,Gypsophila_repens,,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
589,Hedera_helix,Hedera_helix,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Hedysarum_hedysaroides,Hedysarum_hedysaroides,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Helianthemum_apenninum,Helianthemum_apenninum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,Helianthemum_grandiflorum,Helianthemum_grandiflorum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,Helianthemum_italicum,Helianthemum_oelandicum,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,Helianthemum_nummularium,Helianthemum_nummularium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Helictochloa_pratensis,Helictotrichon_pratense,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Helictochloa_versicolor,Helictotrichon_versicolor,,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
597,Helictotrichon_parlatorei,Arrhenatherum_parlatorei,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Helictotrichon_sedenense,Helictotrichon_sedenense,,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1
599,Helictotrichon_sempervirens,Helictotrichon_sempervirens,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Heliosperma_pusillum,Ixoca_pusilla,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,Helleborus_foetidus,Helleborus_foetidus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Heracleum_sphondylium,Heracleum_sphondylium,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Herniaria_alpina,Herniaria_alpina,,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
604,Herniaria_hirsuta,Herniaria_hirsuta,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Herniaria_incana,Herniaria_incana,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,Hieracium_alpinum,Hieracium_alpinum,,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
607,Hieracium_amplexicaule,Hieracium_amplexicaule,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Hieracium_antarcticum,Hieracium_antarcticum,Tierra del Fuego,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
609,Hieracium_argillaceum,Hieracium_argillaceum,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
